127 -65.4155 -72.6948 -76.2922 602.471 -30.1959 223 1164 477.255
128 -51.8706 -72.6948 -76.2922 411.97 -29.6846 277 644 460.73
129 -70.0883 -72.6948 -76.2922 396.649 -36.1303 200 1041 479.554
130 -62.8481 -72.6948 -76.2922 334.716 -36.5606 178 880 334.052
131 -62.2363 -72.6948 -76.2922 190.359 -36.4437 168 872 382.64
132 -62.3228 -72.6948 -76.2922 317.991 -36.8278 163 727 364.756
133 -72.1132 -72.6948 -76.2922 246.473 -33.4689 189 750 331.252
134 -72.5204 -72.6948 -76.2922 258.614 -44.7952 151 436 297.62
135 -69.1209 -72.6948 -76.2922 211.391 -45.9762 171 524 315.754
136 -72.3298 -72.6948 -76.2922 273.164 -44.2067 193 754 374.052
137 -71.3453 -72.6948 -76.2922 200.778 -42.9985 193 774 368.952
138 -72.8001 -72.8001 -76.2922 123.75 -57.6071 139 441 253.73
139 -72.7663 -72.8001 -76.2922 160.282 -57.3516 115 516 257.552
140 -72.7381 -72.8001 -76.2922 96.5676 -53.9294 113 551 249.52
141 -73.8448 -73.8448 -76.2922 66.9256 -62.4692 87 537 230.852
142 -72.5869 -73.8448 -76.2922 44.3884 -59.3314 123 471 235.052
143 -73.2914 -73.8448 -76.2922 61.0553 -58.8232 106 826 243.952
144 -73.7568 -73.8448 -76.2922 92.1683 -60.1313 90 339 225.052
145 -73.7538 -73.8448 -76.2922 11.8711 -64.2116 133 404 209.82
146 -73.8768 -73.8768 -76.2922 11.4365 -65.8667 116 350 200.82
147 -73.6072 -73.8768 -76.2922 37.8308 -65.4623 101 447 199.852
148 -73.6843 -73.8768 -76.2922 -8.11779 -66.7511 62 366 1842
149 -73.7007 -73.8768 -76.2922 41.4708 -67.5865 126 481 197.72
150 -73.6927 -73.8768 -76.2922 -35.1656 -67.9122 117 260 155.62
151 -73.6327 -73.8768 -76.2922 -35.049 -69.6838 102 273 154.252
152 -73.7948 -73.8768 -76.2922 -38.8998 -70.232 113 264 1482
153 -54.9955 -54.9955 -76.2922 1156.14 150.446 121 1373 527.552
154 -48.3756 -54.9955 -76.2922 1333.08 126.404 92 1123 554.053
155 -49.3618 -54.9955 -76.2922 1146.94 166.879 160 694 449.356
156 -43.7506 -54.9955 -76.2922 1207.77 105.883 220 1001 576.552
157 -42.8185 -54.9955 -76.2922 1232.45 140.463 125 1080 5753
158 -40.3793 -54.9955 -76.2922 1429.37 249.83 70 2329 664.32
159 -64.6671 -64.6671 -76.2922 1029.45 122.849 199 1431 599.44
160 -49.2248 -64.6671 -76.2922 1304.28 109.315 333 1157 617.22
161 -48.5169 -64.6671 -76.2922 1301.92 250.287 14 1070 494.52
162 -62.9093 -64.6671 -76.2922 1170.6 82.5877 296 1044 601.12
163 -43.3068 -64.6671 -76.2922 1102.3 -3.84681 302 1083 646.22
164 -58.5765 -64.6671 -76.2922 1371.2 44.6874 209 1305 614.853
165 -61.4409 -64.6671 -76.2922 1072.05 36.126 205 1262 506.64
166 -57.7818 -64.6671 -76.2922 956.995 -18.6755 228 1323 610.92
167 -39.8835 -64.6671 -76.2922 1054.33 -2.71198 331 1296 644.153
168 -64.042 -64.6671 -76.2922 971.825 -31.7237 306 1323 548.42
169 -57.8686 -64.6671 -76.2922 846.205 26.7707 207 1331 550.552
